id,discente,id_curso,nome_curso,id_turma,cod_componente,nome_componente,media_final,descricao,semestre
14,3c2b188df7718dcea95d664b0ee563f3,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,9.2,APROVADO,2022.1
15,72e54a1d8f2aa2f33f95abfbf407e391,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,0.0,CANCELADO,2022.1
16,c96405aeeca81088d73eb6c15ca11d36,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,9.2,APROVADO,2022.1
17,e3dac200d097d9abf11353e8878e4105,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,9.7,APROVADO,2022.1
18,f6241c58db2df4fb0a76f59eac93466b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.3,APROVADO,2022.1
19,01bfe1af8833dd5773f31b5865a7fbff,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.5,APROVADO,2022.1
20,4554d4c5f45484d3a1901b8001d79932,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,10.0,APROVADO,2022.1
21,f0caed7798e4ccfbc2fe28b8674ed948,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.7,APROVADO,2022.1
22,9af1cb50e6f751468ebee9b3ac62500b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.7,APROVADO,2022.1
23,407a6fcd54dbdea8bba92a3177a7ac72,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,9.5,APROVADO,2022.1
24,b694a6ef3028c99a304589e12df97b16,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.7,APROVADO,2022.1
25,10ce1a1785ee96723c6967f6ac1c1e39,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,0.0,CANCELADO,2022.1
26,8175716595d9f619bc94ac8d420047e0,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,8.5,APROVADO,2022.1
27,bfaaba19591df11b1b997038b2956ad8,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,10.0,APROVADO,2022.1
28,e5d5e7a4858e858eebc838fa32d8b5ad,2000026,ENGENHARIA DE COMPUTAÇÃO,57698483,DCA0119,SISTEMAS DIGITAIS,9.2,APROVADO,2022.1
29,dd4dd392073c8bdc7fda4fdccb9d2c0f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,6.2,APROVADO POR NOTA,2022.1
30,fe51237cb640d302cc105f622fd980e2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,10.0,APROVADO,2022.1
31,cded9b82c8ea7189cd3576eda69d257f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,0.0,CANCELADO,2022.1
32,e3dac200d097d9abf11353e8878e4105,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,7.9,APROVADO,2022.1
33,72e54a1d8f2aa2f33f95abfbf407e391,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,0.0,CANCELADO,2022.1
34,407a6fcd54dbdea8bba92a3177a7ac72,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,8.2,APROVADO,2022.1
35,07545fd7f6362e6d80885775fc9de8de,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,0.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
36,7f0c73a3eb66a1996be32efddf1bce27,2000026,ENGENHARIA DE COMPUTAÇÃO,57698478,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,6.7,APROVADO POR NOTA,2022.1
37,b694a6ef3028c99a304589e12df97b16,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,1.2,REPROVADO,2022.1
38,3c0147fca89962dc285bb780e8d1ac50,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,6.5,APROVADO POR NOTA,2022.1
39,906af2443f6aa372275af93fa9a59c34,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,5.6,APROVADO POR NOTA,2022.1
40,a9b8205bdaac75854b55099cd287720b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,4.7,REPROVADO,2022.1
41,10ce1a1785ee96723c6967f6ac1c1e39,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,0.0,CANCELADO,2022.1
42,f0caed7798e4ccfbc2fe28b8674ed948,2000026,ENGENHARIA DE COMPUTAÇÃO,57698477,DCA0110,MODELAGEM E ANÁLISE DE SISTEMAS DINÂMICOS,1.7,REPROVADO,2022.1
43,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698469,DCA0103,ANÁLISE DE SINAIS E SISTEMAS,6.6,APROVADO POR NOTA,2022.1
44,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698469,DCA0103,ANÁLISE DE SINAIS E SISTEMAS,8.5,APROVADO,2022.1
45,6b7bb25aa3b28ae5fce08bdc5a7fe5a1,2000026,ENGENHARIA DE COMPUTAÇÃO,57698469,DCA0103,ANÁLISE DE SINAIS E SISTEMAS,6.7,APROVADO POR NOTA,2022.1
46,548e7317e9961480aef06169418d4935,2000026,ENGENHARIA DE COMPUTAÇÃO,57698470,DCA0103,ANÁLISE DE SINAIS E SISTEMAS,2.2,REPROVADO POR MÉDIA E POR FALTAS,2022.1
47,3c2de6afc0bb25e3ccee50ea25adf433,2000026,ENGENHARIA DE COMPUTAÇÃO,57698470,DCA0103,ANÁLISE DE SINAIS E SISTEMAS,0.0,CANCELADO,2022.1
48,3c2b188df7718dcea95d664b0ee563f3,2000026,ENGENHARIA DE COMPUTAÇÃO,57698474,DCA0105,TEORIA DE CIRCUITOS,5.8,APROVADO POR NOTA,2022.1
49,9af1cb50e6f751468ebee9b3ac62500b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698474,DCA0105,TEORIA DE CIRCUITOS,5.4,APROVADO POR NOTA,2022.1
50,8175716595d9f619bc94ac8d420047e0,2000026,ENGENHARIA DE COMPUTAÇÃO,57698474,DCA0105,TEORIA DE CIRCUITOS,0.8,REPROVADO,2022.1
51,05fb48790c70d14af7feca23f1c02548,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,0.8,REPROVADO POR MÉDIA E POR FALTAS,2022.1
52,166b06361e14e09d3116e888154175dc,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,1.6,REPROVADO,2022.1
53,4554d4c5f45484d3a1901b8001d79932,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,1.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
54,5f481f510798f2724e3bfcf488f9cf03,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,4.2,REPROVADO,2022.1
55,d89ec96ac0d25d95fd64ee1c470342d9,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,6.4,APROVADO POR NOTA,2022.1
56,822f7acd9ce81fcfc52c3328ce407f13,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,0.0,CANCELADO,2022.1
57,dbab2cc9b9ceb904bc6274eb5ea8e12d,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,7.3,APROVADO,2022.1
58,242d613cf5f195d64924a82af354f5bd,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,0.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
59,4a3537b3103395351292c8b4cd80ce0a,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,5.3,APROVADO POR NOTA,2022.1
60,bfaaba19591df11b1b997038b2956ad8,2000026,ENGENHARIA DE COMPUTAÇÃO,57698473,DCA0105,TEORIA DE CIRCUITOS,5.8,APROVADO POR NOTA,2022.1
61,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,9.8,APROVADO,2022.1
62,e93e7652b0aa6875c202490bca08dda2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,6.8,APROVADO POR NOTA,2022.1
63,822f7acd9ce81fcfc52c3328ce407f13,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,0.0,CANCELADO,2022.1
64,3c2de6afc0bb25e3ccee50ea25adf433,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,0.0,CANCELADO,2022.1
65,dbab2cc9b9ceb904bc6274eb5ea8e12d,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,7.2,APROVADO,2022.1
66,22a57a65b33bb492dc897299d07b1880,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,0.0,CANCELADO,2022.1
67,e05477ba9dc155fd3eba78e9bd00213c,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,5.8,APROVADO POR NOTA,2022.1
68,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,0.0,TRANCADO,2022.1
69,6b7bb25aa3b28ae5fce08bdc5a7fe5a1,2000026,ENGENHARIA DE COMPUTAÇÃO,57698468,DCA0100,MATEMÁTICA DISCRETA,2.1,REPROVADO,2022.1
70,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,5.6,APROVADO POR NOTA,2022.1
71,4a3537b3103395351292c8b4cd80ce0a,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,8.1,APROVADO,2022.1
72,06fb17d8a371bdf2aca8c7bd6192f7fa,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,2.7,REPROVADO,2022.1
73,e05477ba9dc155fd3eba78e9bd00213c,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,0.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
74,dd4dd392073c8bdc7fda4fdccb9d2c0f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,5.7,APROVADO POR NOTA,2022.1
75,e3dac200d097d9abf11353e8878e4105,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,7.0,APROVADO,2022.1
76,e93e7652b0aa6875c202490bca08dda2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,5.5,APROVADO POR NOTA,2022.1
77,3c0147fca89962dc285bb780e8d1ac50,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,5.6,APROVADO POR NOTA,2022.1
78,d89ec96ac0d25d95fd64ee1c470342d9,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,6.4,APROVADO POR NOTA,2022.1
79,9af1cb50e6f751468ebee9b3ac62500b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,0.0,DESISTENCIA,2022.1
80,2eb7b2466a73988b6426ee75a6e1e683,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,2.1,REPROVADO,2022.1
81,7f0c73a3eb66a1996be32efddf1bce27,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,5.4,APROVADO POR NOTA,2022.1
82,8175716595d9f619bc94ac8d420047e0,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,2.5,REPROVADO,2022.1
83,a9b8205bdaac75854b55099cd287720b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,6.1,APROVADO POR NOTA,2022.1
84,7c2c5aad1cabdf45f4a86223f2e4facb,2000026,ENGENHARIA DE COMPUTAÇÃO,57698480,DCA0115,OTIMIZAÇÃO DE SISTEMAS,0.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
85,e4f9f7df8d723f03fd96727ee0e82513,2000026,ENGENHARIA DE COMPUTAÇÃO,57698504,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,7.4,APROVADO,2022.1
86,e05477ba9dc155fd3eba78e9bd00213c,2000026,ENGENHARIA DE COMPUTAÇÃO,57698504,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,1.0,REPROVADO,2022.1
87,de326f304f0f044f4034feecaa6e0ca3,2000026,ENGENHARIA DE COMPUTAÇÃO,57698504,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,7.8,APROVADO,2022.1
88,8a534db45ac573077562d7bcee452b47,2000026,ENGENHARIA DE COMPUTAÇÃO,57698504,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,6.9,APROVADO POR NOTA,2022.1
89,55ed3e03c852e2a26bc0c19f2c0ccf0f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698504,DCA0216.0,SISTEMAS DE CONTROLE - TEORIA,6.7,APROVADO POR NOTA,2022.1
90,e05477ba9dc155fd3eba78e9bd00213c,2000026,ENGENHARIA DE COMPUTAÇÃO,57698505,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,2.7,REPROVADO POR MÉDIA E POR FALTAS,2022.1
91,8a534db45ac573077562d7bcee452b47,2000026,ENGENHARIA DE COMPUTAÇÃO,57698508,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,8.4,APROVADO,2022.1
92,55ed3e03c852e2a26bc0c19f2c0ccf0f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698508,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,8.4,APROVADO,2022.1
93,de326f304f0f044f4034feecaa6e0ca3,2000026,ENGENHARIA DE COMPUTAÇÃO,57698506,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,8.6,APROVADO,2022.1
94,e4f9f7df8d723f03fd96727ee0e82513,2000026,ENGENHARIA DE COMPUTAÇÃO,57698506,DCA0216.1,SISTEMAS DE CONTROLE - LABORATÓRIO,9.3,APROVADO,2022.1
95,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,5.9,APROVADO POR NOTA,2022.1
96,4a3537b3103395351292c8b4cd80ce0a,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,9.1,APROVADO,2022.1
97,e93e7652b0aa6875c202490bca08dda2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,7.4,APROVADO,2022.1
98,6b7bb25aa3b28ae5fce08bdc5a7fe5a1,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,0.4,REPROVADO POR MÉDIA E POR FALTAS,2022.1
99,06fb17d8a371bdf2aca8c7bd6192f7fa,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,8.0,APROVADO,2022.1
100,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698500,DCA0212.0,CIRCUITOS DIGITAIS - TEORIA,6.6,APROVADO POR NOTA,2022.1
101,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,8.4,APROVADO,2022.1
102,4a3537b3103395351292c8b4cd80ce0a,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,10.0,APROVADO,2022.1
103,6b7bb25aa3b28ae5fce08bdc5a7fe5a1,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,2.0,REPROVADO POR MÉDIA E POR FALTAS,2022.1
104,e93e7652b0aa6875c202490bca08dda2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,7.8,APROVADO,2022.1
105,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,8.7,APROVADO,2022.1
106,06fb17d8a371bdf2aca8c7bd6192f7fa,2000026,ENGENHARIA DE COMPUTAÇÃO,57698501,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,8.4,APROVADO,2022.1
107,3c0147fca89962dc285bb780e8d1ac50,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,7.4,APROVADO,2022.1
108,05fb48790c70d14af7feca23f1c02548,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,1.8,REPROVADO,2022.1
109,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,0.0,TRANCADO,2022.1
110,fe51237cb640d302cc105f622fd980e2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,10.0,APROVADO,2022.1
111,5f481f510798f2724e3bfcf488f9cf03,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,2.6,REPROVADO,2022.1
112,d89ec96ac0d25d95fd64ee1c470342d9,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,7.2,APROVADO,2022.1
113,407a6fcd54dbdea8bba92a3177a7ac72,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,10.0,APROVADO,2022.1
114,a9b8205bdaac75854b55099cd287720b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,7.5,APROVADO,2022.1
115,242d613cf5f195d64924a82af354f5bd,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,0.0,TRANCADO,2022.1
116,4554d4c5f45484d3a1901b8001d79932,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,8.2,APROVADO,2022.1
117,7f0c73a3eb66a1996be32efddf1bce27,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,5.2,APROVADO POR NOTA,2022.1
118,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698502,DCA0213.0,ELETRÔNICA - TEORIA,5.0,APROVADO POR NOTA,2022.1
119,fe51237cb640d302cc105f622fd980e2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,10.0,APROVADO,2022.1
120,5f481f510798f2724e3bfcf488f9cf03,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,2.6,REPROVADO,2022.1
121,05fb48790c70d14af7feca23f1c02548,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,1.8,REPROVADO,2022.1
122,407a6fcd54dbdea8bba92a3177a7ac72,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,10.0,APROVADO,2022.1
123,a9b8205bdaac75854b55099cd287720b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,7.5,APROVADO,2022.1
124,242d613cf5f195d64924a82af354f5bd,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,0.0,TRANCADO,2022.1
125,9e1308ac1f6351d28e09c570b471db23,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,0.0,TRANCADO,2022.1
126,d89ec96ac0d25d95fd64ee1c470342d9,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,7.2,APROVADO,2022.1
127,3c0147fca89962dc285bb780e8d1ac50,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,7.4,APROVADO,2022.1
128,4554d4c5f45484d3a1901b8001d79932,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,8.8,APROVADO,2022.1
129,7f0c73a3eb66a1996be32efddf1bce27,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,5.2,APROVADO POR NOTA,2022.1
130,33ec19fd0e94969d4a0475f814675d83,2000026,ENGENHARIA DE COMPUTAÇÃO,57698503,DCA0213.1,ELETRÔNICA - LABORATÓRIO,5.0,APROVADO POR NOTA,2022.1
131,e93e7652b0aa6875c202490bca08dda2,2000026,ENGENHARIA DE COMPUTAÇÃO,57698494,DCA0205,PROJETO E ENGENHARIA DE SOFTWARE,8.7,APROVADO,2022.1
132,906af2443f6aa372275af93fa9a59c34,2000026,ENGENHARIA DE COMPUTAÇÃO,57698494,DCA0205,PROJETO E ENGENHARIA DE SOFTWARE,8.6,APROVADO,2022.1
133,3c0147fca89962dc285bb780e8d1ac50,2000026,ENGENHARIA DE COMPUTAÇÃO,57698494,DCA0205,PROJETO E ENGENHARIA DE SOFTWARE,7.7,APROVADO,2022.1
134,a9b8205bdaac75854b55099cd287720b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698494,DCA0205,PROJETO E ENGENHARIA DE SOFTWARE,6.1,APROVADO POR NOTA,2022.1
135,261fa2e19a656db27c83a7360fbe767f,2000026,ENGENHARIA DE COMPUTAÇÃO,57698498,DCA0210,LINGUAGENS FORMAIS E AUTÔMATOS,0.0,DESISTENCIA,2022.1
136,166b06361e14e09d3116e888154175dc,2000026,ENGENHARIA DE COMPUTAÇÃO,57698498,DCA0210,LINGUAGENS FORMAIS E AUTÔMATOS,7.8,APROVADO,2022.1
137,bf3e3c24191f79818c06dec48e5e7a3a,2000026,ENGENHARIA DE COMPUTAÇÃO,57698498,DCA0210,LINGUAGENS FORMAIS E AUTÔMATOS,8.5,APROVADO,2022.1
138,9af1cb50e6f751468ebee9b3ac62500b,2000026,ENGENHARIA DE COMPUTAÇÃO,57698498,DCA0210,LINGUAGENS FORMAIS E AUTÔMATOS,8.0,APROVADO,2022.1
139,4554d4c5f45484d3a1901b8001d79932,2000026,ENGENHARIA DE COMPUTAÇÃO,57698498,DCA0210,LINGUAGENS FORMAIS E AUTÔMATOS,9.5,APROVADO,2022.1
